"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"India","2001","Total","Both Sexes","Botad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","100194","1"
"India","2001","Total","Both Sexes","Brahmapur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","307792","1"
"India","2001","Total","Both Sexes","Budaun","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","148029","1"
"India","2001","Total","Both Sexes","Bulandshahar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","176425","1"
"India","2001","Total","Both Sexes","Burhanpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","193725","1"
"India","2001","Total","Both Sexes","Byatarayanapura","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","181744","1"
"India","2001","Total","Both Sexes","Chakdaha","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","101320","1"
"India","2001","Total","Both Sexes","Champdani","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","103246","1"
"India","2001","Total","Both Sexes","Chandannagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","162187","1"
"India","2001","Total","Both Sexes","Chandausi","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","103749","1"
"India","2001","Total","Both Sexes","Chandigarh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","808515","1"
"India","2001","Total","Both Sexes","Chandrapur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","289450","1"
"India","2001","Total","Both Sexes","Chapra","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","179190","1"
"India","2001","Total","Both Sexes","Chennai","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","4343645","1"
"India","2001","Total","Both Sexes","Chennai","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","6560242","1"
"India","2001","Total","Both Sexes","Cherthala","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","141558","1"
"India","2001","Total","Both Sexes","Chhatarpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","109078","1"
"India","2001","Total","Both Sexes","Chhindwara","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","122247","1"
"India","2001","Total","Both Sexes","Chhindwara","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","153552","1"
"India","2001","Total","Both Sexes","Chikmagalur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","101251","1"
"India","2001","Total","Both Sexes","Chirala","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","166294","1"
"India","2001","Total","Both Sexes","Chirkunda","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","106227","1"
"India","2001","Total","Both Sexes","Chitradurga","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","122702","1"
"India","2001","Total","Both Sexes","Chitradurga","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","125170","1"
"India","2001","Total","Both Sexes","Chittoor","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","152654","1"
"India","2001","Total","Both Sexes","Churu","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","101874","1"
"India","2001","Total","Both Sexes","Coimbatore","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","930882","1"
"India","2001","Total","Both Sexes","Coimbatore","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","1461139","1"
"India","2001","Total","Both Sexes","Coonoor","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","101490","1"
"India","2001","Total","Both Sexes","Cuddalore","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","158634","1"
"India","2001","Total","Both Sexes","Cuddapah","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","126505","1"
"India","2001","Total","Both Sexes","Cuddapah","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","262506","1"
"India","2001","Total","Both Sexes","Cuttack","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","534654","1"
"India","2001","Total","Both Sexes","Cuttack","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","587182","1"
"India","2001","Total","Both Sexes","Dallo Pura","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","132621","1"
"India","2001","Total","Both Sexes","Damoh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","112185","1"
"India","2001","Total","Both Sexes","Damoh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","127967","1"
"India","2001","Total","Both Sexes","Darbhanga","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","267348","1"
"India","2001","Total","Both Sexes","Darjiling","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","107197","1"
"India","2001","Total","Both Sexes","Darjiling","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","108830","1"
"India","2001","Total","Both Sexes","Dasarahalli","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","264940","1"
"India","2001","Total","Both Sexes","Davanagere","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","364523","1"
"India","2001","Total","Both Sexes","Dehradun","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","426674","1"
"India","2001","Total","Both Sexes","Dehradun","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","530263","1"
"India","2001","Total","Both Sexes","Dehri","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","119057","1"
"India","2001","Total","Both Sexes","Delhi","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","9879172","1"
"India","2001","Total","Both Sexes","Delhi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","12877470","1,2"
"India","2001","Total","Both Sexes","Delhi Cantonment","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","124917","1"
"India","2001","Total","Both Sexes","Deoghar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","112525","1"
"India","2001","Total","Both Sexes","Deoli","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","119468","1"
"India","2001","Total","Both Sexes","Deoria","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","104227","1"
"India","2001","Total","Both Sexes","Dewas","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","231672","1"
"India","2001","Total","Both Sexes","Dhanbad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","199258","1"
"India","2001","Total","Both Sexes","Dhanbad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","1065327","1"
"India","2001","Total","Both Sexes","Dharmavaram","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","103357","1"
"India","2001","Total","Both Sexes","Dhule","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","341755","1"
"India","2001","Total","Both Sexes","Dibrugarh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","121893","1"
"India","2001","Total","Both Sexes","Dibrugarh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","137661","1"
"India","2001","Total","Both Sexes","Dinapur Nizamat","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","131176","1"
"India","2001","Total","Both Sexes","Dindigul","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","196955","1"
"India","2001","Total","Both Sexes","Dohad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","112026","1"
"India","2001","Total","Both Sexes","Dum Dum","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","101296","1"
"India","2001","Total","Both Sexes","Durg","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","232517","1"
"India","2001","Total","Both Sexes","Durgapur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","493405","1"
"India","2001","Total","Both Sexes","Durg-Bhilai Nagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","927864","1"
"India","2001","Total","Both Sexes","Eluru","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","190062","1"
"India","2001","Total","Both Sexes","Eluru","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","215804","1"
"India","2001","Total","Both Sexes","English Bazar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","161456","1"
"India","2001","Total","Both Sexes","English Bazar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","224415","1"
"India","2001","Total","Both Sexes","Erode","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","150541","1"
"India","2001","Total","Both Sexes","Erode","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","389906","1"
"India","2001","Total","Both Sexes","Etah","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","107110","1"
"India","2001","Total","Both Sexes","Etawah","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","210453","1"
"India","2001","Total","Both Sexes","Faizabad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","144705","1"
"India","2001","Total","Both Sexes","Faizabad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","208162","1"
"India","2001","Total","Both Sexes","Faridabad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","1055938","1"
"India","2001","Total","Both Sexes","Farrukhabad-cum-Fatehgarh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","228333","1"
"India","2001","Total","Both Sexes","Farrukhabad-cum-Fatehgarh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","242997","1"
"India","2001","Total","Both Sexes","Fatehpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","152078","1"
"India","2001","Total","Both Sexes","Firozabad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","279102","1"
"India","2001","Total","Both Sexes","Firozabad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","432866","1"
"India","2001","Total","Both Sexes","Gadag-Betigeri","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","154982","1"
"India","2001","Total","Both Sexes","Gajuwaka","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","259180","1"
"India","2001","Total","Both Sexes","Gandhidham","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","151693","1"
"India","2001","Total","Both Sexes","Gandhinagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","195985","1"
"India","2001","Total","Both Sexes","Ganganagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","210713","1"
"India","2001","Total","Both Sexes","Ganganagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","222858","1"
"India","2001","Total","Both Sexes","Gangawati","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","101392","1"
"India","2001","Total","Both Sexes","Gaya","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","385432","1"
"India","2001","Total","Both Sexes","Gaya","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","394945","1"
"India","2001","Total","Both Sexes","Ghatlodiya","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","106684","1"
"India","2001","Total","Both Sexes","Ghaziabad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","968256","1"
"India","2001","Total","Both Sexes","Ghazipur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","103298","1"
"India","2001","Total","Both Sexes","Giridih","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","105634","1"
"India","2001","Total","Both Sexes","Godhra","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","121879","1"
"India","2001","Total","Both Sexes","Godhra","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","131172","1"
"India","2001","Total","Both Sexes","Gonda","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","120301","1"
"India","2001","Total","Both Sexes","Gondiya","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","120902","1"
"India","2001","Total","Both Sexes","Gorakhpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","622701","1"
"India","2001","Total","Both Sexes","Gudivada","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","113054","1"
"India","2001","Total","Both Sexes","Gudiyatham","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","100115","1"
"India","2001","Total","Both Sexes","Gulbarga","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","422569","1"
"India","2001","Total","Both Sexes","Gulbarga","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","430265","1"
"India","2001","Total","Both Sexes","Guna","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","137175","1"
"India","2001","Total","Both Sexes","Guntakal","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","117103","1"
"India","2001","Total","Both Sexes","Guntur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","514461","1"
"India","2001","Total","Both Sexes","Gurgaon","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","172955","1"
"India","2001","Total","Both Sexes","Gurgaon","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","228820","1"
"India","2001","Total","Both Sexes","Guruvayur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","138681","1"
"India","2001","Total","Both Sexes","Guwahati","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","809895","1"
"India","2001","Total","Both Sexes","Guwahati","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","818809","1"
"India","2001","Total","Both Sexes","Gwalior","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","827026","1"
"India","2001","Total","Both Sexes","Gwalior","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","865548","1"
"India","2001","Total","Both Sexes","Habra","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","127602","1"
"India","2001","Total","Both Sexes","Habra","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","239209","1"
"India","2001","Total","Both Sexes","Hajipur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","119412","1"
"India","2001","Total","Both Sexes","Haldia","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","170673","1"
"India","2001","Total","Both Sexes","Haldwani-cum-Kathgodam","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","129015","1"
"India","2001","Total","Both Sexes","Haldwani-cum-Kathgodam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","158896","1"
"India","2001","Total","Both Sexes","Halisahar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","124510","1"
"India","2001","Total","Both Sexes","Hanumangarh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","129556","1"
"India","2001","Total","Both Sexes","Haora","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","1007532","1"
"India","2001","Total","Both Sexes","Hapur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","211983","1"
"India","2001","Total","Both Sexes","Hardoi","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","112486","1"
"India","2001","Total","Both Sexes","Hardwar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","175340","1"
"India","2001","Total","Both Sexes","Hardwar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","220767","1"
"India","2001","Total","Both Sexes","Hassan","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","116574","1"
"India","2001","Total","Both Sexes","Hassan","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","133262","1"
"India","2001","Total","Both Sexes","Hathras","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","123244","1"
"India","2001","Total","Both Sexes","Hathras","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","126355","1"
"India","2001","Total","Both Sexes","Hazaribag","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","127269","1"
"India","2001","Total","Both Sexes","Hazaribag","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","135473","1"
"India","2001","Total","Both Sexes","Hindupur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","125074","1"
"India","2001","Total","Both Sexes","Hisar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","256689","1"
"India","2001","Total","Both Sexes","Hisar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","263186","1"
"India","2001","Total","Both Sexes","Hoshiarpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","149668","1"
"India","2001","Total","Both Sexes","Hospet","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","164240","1"
"India","2001","Total","Both Sexes","Hubli-Dharwad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","786195","1"
"India","2001","Total","Both Sexes","Hugli-Chinsurah","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","170206","1"
"India","2001","Total","Both Sexes","Hyderabad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","3637483","1"
"India","2001","Total","Both Sexes","Hyderabad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","5742036","1"
"India","2001","Total","Both Sexes","Ichalkaranji","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","257610","1"
"India","2001","Total","Both Sexes","Ichalkaranji","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","285860","1"
"India","2001","Total","Both Sexes","Imphal","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","221492","1"
"India","2001","Total","Both Sexes","Imphal","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","250234","1"
"India","2001","Total","Both Sexes","Indore","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","1474968","1"
"India","2001","Total","Both Sexes","Indore","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","1516918","1"
"India","2001","Total","Both Sexes","Itarsi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","107831","1"
"India","2001","Total","Both Sexes","Jabalpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","932484","1"
"India","2001","Total","Both Sexes","Jabalpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","1098000","1"
"India","2001","Total","Both Sexes","Jagadhri","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","101290","1"
"India","2001","Total","Both Sexes","Jagdalpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","103123","1"
"India","2001","Total","Both Sexes","Jaipur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","2322575","1"
"India","2001","Total","Both Sexes","Jalandhar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","706043","1"
"India","2001","Total","Both Sexes","Jalandhar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","714077","1"
"India","2001","Total","Both Sexes","Jalgaon","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","368618","1"
"India","2001","Total","Both Sexes","Jalna","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","235795","1"
"India","2001","Total","Both Sexes","Jalpaiguri","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","100348","1"
"India","2001","Total","Both Sexes","Jammu","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","369959","1"
"India","2001","Total","Both Sexes","Jammu","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","612163","1"
"India","2001","Total","Both Sexes","Jamnagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","443518","1"
"India","2001","Total","Both Sexes","Jamnagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","556956","1"
"India","2001","Total","Both Sexes","Jamshedpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","573096","1"
"India","2001","Total","Both Sexes","Jamshedpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","1104713","1"
"India","2001","Total","Both Sexes","Jamuria","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","129484","1"
"India","2001","Total","Both Sexes","Jaunpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","160055","1"
"India","2001","Total","Both Sexes","Jetpur Navagadh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","104312","1"
"India","2001","Total","Both Sexes","Jhansi","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","383644","1"
"India","2001","Total","Both Sexes","Jhansi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","460278","1"
"India","2001","Total","Both Sexes","Jhunjhunun","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","100485","1"
"India","2001","Total","Both Sexes","Jind","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","135855","1"
"India","2001","Total","Both Sexes","Jodhpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","851051","1"
"India","2001","Total","Both Sexes","Jodhpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","860818","1"
"India","2001","Total","Both Sexes","Jorhat","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","137814","1"
"India","2001","Total","Both Sexes","Junagadh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","168515","1"
"India","2001","Total","Both Sexes","Junagadh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","252108","1"
"India","2001","Total","Both Sexes","Kaithal","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","117285","1"
"India","2001","Total","Both Sexes","Kakinada","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","296329","1"
"India","2001","Total","Both Sexes","Kakinada","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","376861","1"
"India","2001","Total","Both Sexes","Kalol","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","100008","1"
"India","2001","Total","Both Sexes","Kalol","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","112013","1"
"India","2001","Total","Both Sexes","Kalyan","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","1193512","1"
"India","2001","Total","Both Sexes","Kamarhati","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","314507","1"
"India","2001","Total","Both Sexes","Kamptee","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","136491","1"
"India","2001","Total","Both Sexes","Kancheepuram","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","153140","1"
"India","2001","Total","Both Sexes","Kancheepuram","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","188733","1"
"India","2001","Total","Both Sexes","Kanchrapara","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","126191","1"
"India","2001","Total","Both Sexes","Kanhangad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","65503","1"
"India","2001","Total","Both Sexes","Kanhangad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","129367","1"
"India","2001","Total","Both Sexes","Kannur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","498207","1"
"India","2001","Total","Both Sexes","Kanpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","2551337","1"
"India","2001","Total","Both Sexes","Kanpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","2715555","1"
"India","2001","Total","Both Sexes","Kapra","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","159002","1"
"India","2001","Total","Both Sexes","Karaikkudi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","125717","1"
"India","2001","Total","Both Sexes","Karawal Nagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","148624","1"
"India","2001","Total","Both Sexes","Karimnagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","205653","1"
"India","2001","Total","Both Sexes","Karimnagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","218302","1"
"India","2001","Total","Both Sexes","Karnal","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","207640","1"
"India","2001","Total","Both Sexes","Karnal","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","221236","1"
"India","2001","Total","Both Sexes","Karur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","153365","1"
"India","2001","Total","Both Sexes","Katihar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","175199","1"
"India","2001","Total","Both Sexes","Katihar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","190873","1"
"India","2001","Total","Both Sexes","Khammam","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","159544","1"
"India","2001","Total","Both Sexes","Khammam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","198620","1"
"India","2001","Total","Both Sexes","Khandwa","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","172242","1"
"India","2001","Total","Both Sexes","Khanna","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","103099","1"
"India","2001","Total","Both Sexes","Kharagpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","188761","1"
"India","2001","Total","Both Sexes","Kharagpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","272865","1"
"India","2001","Total","Both Sexes","Khardaha","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","116470","1"
"India","2001","Total","Both Sexes","Khargone","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","103448","1"
"India","2001","Total","Both Sexes","Kirari Suleman Nagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","154633","1"
"India","2001","Total","Both Sexes","Kishangarh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","116222","1"
"India","2001","Total","Both Sexes","Koch Bihar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","103008","1"
"India","2001","Total","Both Sexes","Kochi","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","595575","1"
"India","2001","Total","Both Sexes","Kochi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","1355972","1"
"India","2001","Total","Both Sexes","Kolar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","113907","1"
"India","2001","Total","Both Sexes","Kolhapur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","493167","1"
"India","2001","Total","Both Sexes","Kolhapur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","505541","1"
"India","2001","Total","Both Sexes","Kolkata (Calcutta)","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","4572876","1"
"India","2001","Total","Both Sexes","Kolkata (Calcutta)","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","13205697","1,3"
"India","2001","Total","Both Sexes","Kollam","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","361560","1"
"India","2001","Total","Both Sexes","Kollam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","380091","1"
"India","2001","Total","Both Sexes","Korba","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","315690","1"
"India","2001","Total","Both Sexes","Kota","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","694316","1"
"India","2001","Total","Both Sexes","Kota","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","703150","1"
"India","2001","Total","Both Sexes","Kothagudem","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","105266","1"
"India","2001","Total","Both Sexes","Kottayam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","172878","1"
"India","2001","Total","Both Sexes","Kozhikode","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","436556","1"
"India","2001","Total","Both Sexes","Kozhikode","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","880247","1"
"India","2001","Total","Both Sexes","Krishnanagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","139110","1"
"India","2001","Total","Both Sexes","Krishnanagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","148709","1"
"India","2001","Total","Both Sexes","Krishnarajapura","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","186210","1"
"India","2001","Total","Both Sexes","Kukatpalle","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","292289","1"
"India","2001","Total","Both Sexes","Kulti","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","289903","1"
